200.833	13354.4
202.102	13512.5
203.371	13477.6
204.639	13463.7
205.907	13471.7
207.175	13485.6
208.442	13505.7
209.71	13530.1
210.977	13536.9
212.244	13548.7
213.511	13559.2
214.777	13566.1
216.042	13577.2
217.309	13596.5
218.575	13624.7
219.84	13654.5
221.106	13675.5
222.371	13691.6
223.635	13703.6
224.9	13714.1
226.165	13726
227.429	13749.2
228.694	13783.2
229.956	13826.2
231.22	13874.7
232.484	13931.3
233.747	13979.3
235.011	14018.6
236.272	14048.8
237.535	14067.4
238.798	14073.5
240.06	14067.1
241.321	14066
242.583	14068.7
243.845	14076.7
245.105	14095.9
246.367	14120.3
247.628	14144
248.888	14163.7
250.149	14176.4
251.409	14185.1
252.67	14183.7
253.928	14180.4
255.189	14178.7
256.447	14181.7
257.707	14200.8
258.966	14226.5
260.224	14248.5
261.483	14266
262.742	14273.7
263.999	14274.9
265.257	14276.4
266.514	14282.7
267.772	14292.4
269.028	14305.2
270.286	14322
271.543	14341.9
272.799	14363.5
274.056	14387.2
275.311	14411.8
276.568	14436.3
277.823	14465.2
279.079	14496.4
280.333	14527.3
281.589	14551.8
282.843	14571.5
284.099	14479
285.352	14583.5
286.607	14623.9
287.86	14629.9
289.114	14618.8
290.368	14612.6
291.621	14615
292.875	14622.3
294.127	14663.5
295.38	14697.5
296.632	14721.7
297.884	14740.7
299.137	14734.8
300.388	14732.2
301.641	14731.6
302.891	14734.1
304.142	14739.3
305.394	14747.9
306.644	14760.1
307.894	14777.4
309.146	14790.3
310.395	14782.6
311.645	14781.4
312.895	14787
314.144	14800.8
315.393	14821.4
316.642	14844.6
317.892	14864.8
319.14	14882.1
320.388	14896.5
321.637	14906.5
322.885	14909.5
324.132	14902.4
325.38	14911.3
326.628	14938.3
327.875	14969.6
329.122	14996.1
330.368	15016.3
331.614	15024.9
332.862	15027.1
334.108	15029.8
335.353	15035.9
336.599	15047
337.844	15065.9
339.089	15092.8
340.335	15110.8
341.58	15121
342.824	15122.7
344.068	15117.6
345.312	15107.2
346.556	15091.6
347.8	15087.3
349.043	15102.4
350.286	15126.2
351.53	15152.3
352.774	15175.5
354.016	15196
355.259	15212.3
356.501	15223.5
357.743	15229
358.985	15228.3
360.227	15222.8
361.468	15227
362.709	15244.1
363.95	15259.5
365.191	15263.5
366.432	15264.3
367.672	15264.9
368.912	15268
370.152	15272.1
371.392	15276.7
372.632	15282.9
373.871	15289.8
375.11	15298.1
376.348	15308.3
377.587	15321.4
378.825	15351.4
380.064	15371.2
381.302	15390.9
382.54	15341.9
383.778	15328.3
385.016	15331.3
386.253	15336.2
387.489	15350.3
388.726	15368.1
389.963	15397.1
391.199	15438.6
392.436	15472.2
393.672	15486.1
394.907	15470.5
396.142	15465.6
397.378	15466.2
398.614	15473.5
399.849	15478.1
401.082	15483.4
402.317	15490.9
403.552	15499.9
404.786	15511.5
406.019	15524.3
407.253	15539.8
408.487	15557.7
409.721	15575
410.953	15591.4
412.186	15595.9
413.419	15598.8
414.651	15592.4
415.883	15585.2
417.116	15579
418.347	15579.6
419.579	15585.4
420.811	15595.6
422.041	15609.4
423.272	15623
424.504	15628.3
425.733	15628.7
426.964	15625.5
428.194	15619.6
429.424	15620.6
430.654	15638.7
431.883	15659.8
433.113	15680.2
434.341	15699.5
435.571	15713.3
436.799	15723
438.028	15728.7
439.257	15730.9
440.484	15729.2
441.713	15724
442.94	15715.6
444.168	15709.1
445.394	15714.3
446.622	15725.9
447.848	15734.6
449.076	15757.9
450.301	15776.2
451.528	15786.6
452.754	15795.9
453.979	15804.8
455.205	15814
456.43	15824.6
457.656	15835.7
458.88	15847.9
460.106	15858.7
461.33	15867.3
462.554	15873.3
463.779	15874.8
465.002	15876.1
466.225	15875.6
467.45	15873
468.672	15868.9
469.895	15862.8
471.119	15855
472.341	15845.6
473.563	15835.1
474.786	15825.6
476.008	15816.7
477.229	15807.9
478.452	15804.6
479.673	15813.7
480.894	15820.6
482.115	15815.6
483.337	15810.9
484.557	15802.9
485.777	15798.9
486.997	15798.2
488.218	15797.9
489.438	15797.1
490.657	15795.9
491.876	15791.2
493.096	15788.8
494.315	15786.8
495.533	15785.6
496.752	15785.5
497.97	15786.7
499.188	15794.6
500.407	15804.9
501.625	15816.2
502.842	15825
504.059	15831.4
505.276	15833.9
506.493	15826.7
507.71	15820.6
508.926	15816.4
510.142	15816.1
511.358	15832.9
512.575	15851.5
513.791	15879.6
515.006	15904.4
516.222	15936.9
517.437	15952
518.651	15956.2
519.866	15946.8
521.081	15942.5
522.295	15932.3
523.509	15914.8
524.723	15915.9
525.937	15920.5
527.15	15930.3
528.363	15944.2
529.576	15961.8
530.789	15983.1
532.002	15989.7
533.215	15973.8
534.426	15961.2
535.638	15964.1
536.85	15978.7
538.061	15990.6
539.273	16001.1
540.484	16010.6
541.695	16019.4
542.906	16026.6
544.117	16032.2
545.327	16036.6
546.537	16039.7
547.747	16041.6
548.957	16042
550.167	16041.5
551.377	16030.1
552.585	16004
553.794	15991
555.003	15985.3
556.212	15990.4
557.421	16001.8
558.628	16031.2
559.836	16059.1
561.044	16054.9
562.252	16044.1
563.458	15928.3
564.666	15949.7
565.873	16036.4
567.08	16047.2
568.286	16044.8
569.493	16039.8
570.699	16042.4
571.904	16043.7
573.111	16044.4
574.317	16049.6
575.521	16056.4
576.727	16063.5
577.932	16069.7
579.136	16043.9
580.341	16025.8
581.544	16031.4
582.749	16049.4
583.954	16075.2
585.156	16094.6
586.361	16115.7
587.563	16137.2
588.767	16142.9
589.97	16127
591.172	16103.5
592.375	16087.4
593.577	16067.6
594.78	16051.3
595.981	16047
597.183	16052.9
598.384	16069.9
599.586	16085.1
600.786	16095.8
601.988	16102.9
603.188	16109.3
604.389	16088.9
605.589	16059.9
606.79	16018.5
607.989	15995.9
609.188	15994.6
610.389	16001.3
611.587	16020.1
612.787	16034.6
613.986	16042.7
615.184	16050.1
616.383	16045.3
617.581	16037.2
618.78	16024.1
619.977	16008.8
621.174	15991.6
622.373	15972.3
623.57	15954.6
624.766	15934.5
625.964	15923.1
627.16	15915
628.356	15909.3
629.554	15905.3
630.749	15897.5
631.945	15893
633.14	15889.6
634.337	15887.2
635.532	15887.5
636.726	15890.2
637.921	15898.1
639.117	15898.8
640.311	15886.8
641.505	15862.9
642.699	15838
643.892	15819.8
645.087	15806.7
646.28	15798.1
647.473	15794.5
648.666	15795.5
649.859	15801.8
651.051	15814.2
652.245	15830.2
653.437	15848.4
654.629	15864.2
655.821	15876
657.012	15888.4
658.204	15899.7
659.395	15910
660.586	15919.4
661.777	15927.4
662.967	15933.1
664.158	15936.1
665.349	15933.9
666.539	15924.8
667.729	15914.6
668.919	15907
670.109	15903.9
671.298	15911.7
672.487	15919.2
673.676	15929.3
674.865	15953.7
676.053	15959.1
677.242	15960.6
678.43	15957.5
679.616	15951
680.804	15941.8
681.992	15930.1
683.179	15915.4
684.366	15897.2
685.554	15888.9
686.74	15887.8
687.927	15886.3
689.114	15890.5
690.3	15904.4
691.486	15926.5
692.671	15961
693.856	15958.4
695.042	15946.3
696.227	15919.1
697.413	15867.6
698.598	15837.8
699.781	15814.5
700.966	15803.9
702.15	15807.6
703.334	15823.8
704.518	15829.1
705.701	15808.5
706.885	15806.7
708.068	15809.1
709.252	15818.1
710.433	15823
711.616	15827.7
712.799	15831.9
713.98	15828.5
715.163	15824.3
716.345	15818.3
717.527	15810.5
718.707	15800.2
719.889	15791.9
721.071	15796
722.25	15796.1
723.432	15797.6
724.611	15798.3
725.792	15796.4
726.972	15783.6
728.151	15770.4
729.332	15764
730.512	15764.1
731.69	15767.6
732.87	15767.4
734.048	15769.6
735.227	15771.3
736.405	15779.1
737.584	15790.9
738.761	15803.7
739.94	15823.9
741.117	15846.2
742.295	15849.6
743.471	15848.5
744.649	15829.8
745.825	15817.6
747.003	15812.7
748.179	15804
749.356	15815.7
750.531	15835.3
751.708	15855.8
752.883	15868.9
754.059	15870.1
755.234	15857.7
756.409	15841.8
757.585	15823.2
758.759	15802.7
759.934	15782.6
