200.833	11271.3
202.102	11291.9
203.371	11297
204.639	11295.6
205.907	11293.2
207.175	11292.4
208.442	11292.6
209.71	11293.9
210.977	11296
212.244	11298.8
213.511	11302.4
214.777	11307.7
216.042	11313.8
217.309	11320.9
218.575	11328.3
219.84	11351.3
221.106	11376
222.371	11400.8
223.635	11430.6
224.9	11460.7
226.165	11480.4
227.429	11502
228.694	11526.7
229.956	11552.7
231.22	11576.1
232.484	11619.6
233.747	11670.6
235.011	11725.4
236.272	11774.6
237.535	11770.3
238.798	11756.4
240.06	11792.9
241.321	11812
242.583	11831.2
243.845	11846.5
245.105	11853.6
246.367	11857.2
247.628	11857.6
248.888	11854.2
250.149	11847.5
251.409	11850.7
252.67	11862.2
253.928	11871.3
255.189	11883
256.447	11891.6
257.707	11888.2
258.966	11885.9
260.224	11888.1
261.483	11895
262.742	11906
263.999	11919.9
265.257	11939.2
266.514	11962
267.772	11984.9
269.028	12006.6
270.286	12023.1
271.543	12038.2
272.799	12051.4
274.056	12062.6
275.311	12071.4
276.568	12078.4
277.823	12083.9
279.079	12089.8
280.333	12103.9
281.589	12118.9
282.843	12136.5
284.099	12157.8
285.352	12181.5
286.607	12205.7
287.86	12230.3
289.114	12248.6
290.368	12267.8
291.621	12289.2
292.875	12310.2
294.127	12330.6
295.38	12348.5
296.632	12338.3
297.884	12331
299.137	12324.4
300.388	12319.4
301.641	12316.1
302.891	12316.7
304.142	12319
305.394	12323.7
306.644	12330.8
307.894	12340.3
309.146	12352.4
310.395	12366.1
311.645	12378.8
312.895	12392
314.144	12403.4
315.393	12413.3
316.642	12422.8
317.892	12432.2
319.14	12442.9
320.388	12456.9
321.637	12473.8
322.885	12493.6
324.132	12513.5
325.38	12536.1
326.628	12554.5
327.875	12555.4
329.122	12545.2
330.368	12536.3
331.614	12534.8
332.862	12544.7
334.108	12560.8
335.353	12592.4
336.599	12613.6
337.844	12627.7
339.089	12631.4
340.335	12640.2
341.58	12647.4
342.824	12655.5
344.068	12667.8
345.312	12680.4
346.556	12693.3
347.8	12706.3
349.043	12718.4
350.286	12728.9
351.53	12726.8
352.774	12727
354.016	12703.3
355.259	12678.5
356.501	12684.2
357.743	12707.9
